-329.8,0.040635,3.0173,0.32963,0.54525
20.427,0.22059,3.3574,0.37201,0.36858
-62.789,0.30766,3.1091,0.26983,0.662
37.86,0.22059,3.0238,0.40471,0.45631
-25.922,0.25542,3.2216,0.67064,0.38844
70.288,0.16254,3.0492,0.53478,0.52699
3.6217,0.55147,32.413,-0.091303,0.49528
-22.984,0.43537,3.4551,0.43761,0.53689
94.478,0.22059,2.797,0.73395,0.70647
-1996.9,0.3541,8.6756,0.0038476,0.9746
176.26,0.16254,2.7933,0.7653,0.70715
-17.501,0.20317,3.4614,0.64162,0.36917
24.451,0.17995,2.9395,0.33524,0.36962
-36.921,0.40054,3.5355,0.32851,0.69713
46.907,0.24961,3.2485,0.56414,0.54784
-20.976,0.27283,2.9053,0.69171,0.36831
25.83,0.238,2.977,0.27976,0.36891
-61.715,0.1219,2.4329,0.53073,0.44059
60.073,0.14512,2.8169,0.37747,0.43949
-59.017,0.10449,2.9049,0.47349,0.43611
40.138,0.16834,2.8117,0.28067,0.37523
181.03,0.052245,1.6048,0.34202,0.45343
-32.22,0.28444,3.0608,0.49699,0.49646
460.78,0.052245,2.5271,0.67675,0.64877
-69.042,0.25542,3.1482,0.28128,0.6352
48.051,0.20898,3.6875,0.4703,0.63675
-62.178,0.15093,2.3405,0.41871,0.55411
-23.341,0.19156,19.762,-0.80584,0.60157
68.554,0.13351,3.219,0.39085,0.44807
-12.889,0.25542,4.365,0.60222,0.36802
157.82,0.04644,3.1411,0.1658,0.3702
-81.964,0.087075,2.6446,0.32027,0.47858
-316.23,0.075465,2.6961,0.25456,0.64544
57.156,0.12771,3.0853,0.28045,0.39009
-38.379,0.29025,3.2298,0.41984,0.61764
72.691,0.10449,2.8712,0.35923,0.41803
-31.844,0.21478,2.9135,0.44661,0.4999
259.8,0.087075,2.5233,0.71701,0.66966
-117.65,0.14512,8.002,0.35835,0.60278
573.8,0.087075,3.1272,0.84461,0.7671
-38.285,0.14512,3.2907,0.64004,0.36908
50.28,0.13932,3.0449,0.24514,0.36996
-696.77,0.08127,3.281,0.076603,0.8226
1881.5,0.09288,3.0114,0.92792,0.93003
21.21,0.2322,2.9268,0.33733,0.36926
-71.072,0.098685,2.6804,0.72292,0.36849
40.358,0.16254,2.8569,0.2704,0.37495
114.05,0.15093,3.6839,0.66599,0.72998
-17.113,0.34249,3.0861,0.68939,0.36834
42.328,0.19737,2.7147,0.55865,0.52611
10.539,0.30766,5.7548,0.58884,0.49327
-44.172,0.238,3.1177,0.4526,0.53363
49.279,0.15093,2.8627,0.29837,0.40482
-11.976,0.238,2.8037,0.40533,0.36885
44.105,0.22059,3.182,0.47579,0.49198
-18.065,0.20898,2.9564,0.57281,0.3688
22.081,0.27283,3.0539,0.28532,0.37042
32.5,0.21478,3.4953,0.48396,0.55473
-21.61,0.3483,3.1983,0.55636,0.45798
31.191,0.17995,2.8891,0.32023,0.36996
66.299,0.15673,4.4258,0.44422,0.47568
-40.171,0.238,2.8869,0.4763,0.50491
-14.717,0.38893,3.3987,0.69003,0.36804
343.95,0.029025,1.8457,0.38993,0.48465
27.57,0.33669,3.5229,0.49239,0.53897
-85.03,0.13932,1.0848,0.35148,0.59205
14.568,0.50503,3.775,0.51422,0.48711
527.58,0.39474,6.1857,0.95473,0.95615
-26.022,0.33669,2.8195,0.48399,0.50171
21.886,0.31347,12.143,0.27627,0.3683
-38.634,0.22059,3.1928,0.56553,0.45283
80.248,0.087075,2.7932,0.20105,0.36842
-138.22,0.11029,2.6429,0.33137,0.57595
-32.429,0.31927,3.4494,0.44472,0.52752
40.624,0.16834,3.0341,0.2681,0.36963
-40.94,0.16254,3.186,0.68881,0.36805
33.49,0.27283,3.2459,0.47739,0.53114
-34.653,0.19156,3.2955,0.70759,0.36831
115.87,0.22639,10.233,0.73081,0.92486
-14.077,0.43537,3.6248,0.49668,0.45444
23.232,0.3541,3.1525,0.46865,0.48169
96.773,0.17995,2.8368,0.67283,0.62365
14.5,0.27864,3.2825,0.42722,0.37223
-11.629,0.55147,3.5426,0.59096,0.43382
-16.055,0.35991,3.339,0.69521,0.36869
22.656,0.27283,3.2532,0.28075,0.37058
-149.46,0.1161,2.5303,0.31384,0.6717
124.83,0.1161,3.0997,0.56853,0.60216
-46.314,0.16834,2.8546,0.5975,0.43596
-14.381,0.44118,3.1804,0.48791,0.46776
25.26,0.30186,2.6497,0.43797,0.46337
